,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
2644.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2645.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2646.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2647.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2648.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2649.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2650.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2651.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2652.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2653.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2654.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2655.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2656.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2657.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2658.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2659.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2660.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2661.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2662.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2663.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2664.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2665.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2666.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2667.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2668.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2669.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2670.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2671.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2672.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2673.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2674.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2675.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2676.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2677.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2678.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2679.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2680.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2681.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2682.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2683.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2684.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2685.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2686.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2687.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2688.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2689.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2690.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2691.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2692.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2693.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2694.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2695.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2696.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2697.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2698.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2699.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2700.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2701.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2702.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2703.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2704.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2705.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2706.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2707.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2708.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2709.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2710.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2711.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2712.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2713.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2714.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2715.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2716.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2717.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2718.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2719.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2720.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2721.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2722.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2723.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2724.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2725.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2726.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2727.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2728.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2729.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2730.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2731.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2732.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2733.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2734.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2735.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2736.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2737.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2738.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2739.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2740.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2741.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2742.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2743.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2744.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2745.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2746.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2747.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2748.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2749.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2750.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2751.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2752.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2753.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2754.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2755.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2756.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2757.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2758.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2759.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2760.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2761.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2762.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2763.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2764.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2765.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2766.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2767.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2768.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2769.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2770.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2771.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2772.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2773.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2774.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2775.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2776.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2777.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2778.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2779.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2780.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2781.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2782.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2783.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2784.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2785.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2786.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2787.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2788.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2789.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2790.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2791.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2792.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2793.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2794.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2795.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2796.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2797.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2798.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2799.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2800.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2801.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2802.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2803.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2804.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2805.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2806.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2807.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2808.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2809.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2810.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2811.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2812.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2813.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2814.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2815.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2816.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2817.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2818.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2819.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2820.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2821.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2822.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2823.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2824.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2825.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2826.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2827.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2828.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2829.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2830.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2831.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2832.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2833.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2834.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2835.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2836.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2837.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2838.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2839.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2840.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2841.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2842.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2843.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2844.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2845.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2846.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2847.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2848.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2849.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2850.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2851.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2852.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2853.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2854.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2855.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2856.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2857.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2858.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2859.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2860.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2861.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2862.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2863.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2864.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2865.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2866.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2867.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2868.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2869.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2870.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2871.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2872.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2873.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2874.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2875.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2876.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2877.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2878.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2879.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2880.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2881.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2882.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2883.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2884.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2885.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2886.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2887.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2888.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2889.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2890.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2891.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2892.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2893.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2894.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2895.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2896.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2897.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2898.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2899.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2900.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2901.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2902.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2903.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2904.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2905.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2906.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2907.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2908.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2909.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2910.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2911.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2912.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2913.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2914.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2915.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2916.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2917.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2918.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2919.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2920.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2921.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2922.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2923.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2924.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2925.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
2926.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2927.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2928.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2929.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2930.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2931.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2932.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2933.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2934.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2935.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2936.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2937.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2938.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2939.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2940.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2941.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2942.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2943.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2944.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
2945.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2946.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2947.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2948.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
2949.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2950.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2951.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2952.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2953.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2954.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2955.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2956.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2957.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2958.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2959.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2960.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2961.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2962.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2963.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2964.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2965.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2966.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2967.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2968.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2969.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2970.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
2971.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2972.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2973.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2974.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2975.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2976.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2977.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2978.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2979.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2980.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2981.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2982.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2983.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2984.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2985.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2986.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2987.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
2988.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2989.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2990.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2991.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2992.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2993.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
2994.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
2995.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
2996.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2997.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
2998.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
2999.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3000.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3001.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3002.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
3003.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3004.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
3005.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
3006.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
3007.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3008.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3009.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
3010.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3011.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
3012.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
3013.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3014.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
3015.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
3016.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3017.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
3018.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3019.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
3020.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
3021.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
